#	GG	1	19.01.2024, 09:45:07				0	0.3	0.65	1		0	0	0
M1.1	Management		1	1	1	1.20	2	2	2	2	1	1	1	1	1	1
M1.2	Management		1	1	1	1.50	2	2	2	2	2	0	0	0	0	0
