#	GG	2	18.01.2024, 16:55:03				0	0.3	0.65	1		0	0	0
M1.1	Management		2	2	2	2.10	2	2	2	2	2	2	2	1	1	1
M1.2	Management		2	2	2	2.70	2	2	2	2	2	2	2	2	2	0
