#	GG		18.01.2024, 16:52:02				0	0.3	0.65	1		0	0	0
M1.1	Management		1	0	0		0	0	0	0	0	0	0	0	0	0
M1.2	Management		1	0	0		0	0	0	0	0	0	0	0	0	0
